#NTIMES: 248
#time[d] Lbol[erg/s] Edep[erg/s]
2.5 3.91085e+41 3.72808e+43
3.5 1.85597e+42 3.42216e+43
4.5 4.33657e+42 3.14572e+43
5.5 6.87451e+42 2.89830e+43
6.5 8.93081e+42 2.67388e+43
7.5 1.08441e+43 2.47153e+43
8.5 1.19861e+43 2.28692e+43
9.5 1.28743e+43 2.11866e+43
10.5 1.36731e+43 1.96548e+43
11.5 1.41636e+43 1.81996e+43
12.5 1.43799e+43 1.68784e+43
13.5 1.43792e+43 1.56733e+43
14.5 1.42376e+43 1.45822e+43
15.5 1.39136e+43 1.35809e+43
16.5 1.35599e+43 1.26805e+43
17.5 1.31588e+43 1.18448e+43
18.5 1.26093e+43 1.10981e+43
19.5 1.20228e+43 1.04146e+43
20.5 1.14352e+43 9.77965e+42
21.5 1.08495e+43 9.21343e+42
22.5 1.03167e+43 8.68402e+42
23.5 9.82405e+42 8.20551e+42
24.5 9.34004e+42 7.76468e+42
25.5 8.83279e+42 7.35360e+42
26.5 8.32314e+42 6.98548e+42
27.5 7.82505e+42 6.62107e+42
28.5 7.31694e+42 6.32000e+42
29.5 6.82128e+42 6.01570e+42
30.5 6.36013e+42 5.73837e+42
31.5 5.96720e+42 5.48123e+42
32.5 5.60756e+42 5.24923e+42
33.5 5.30332e+42 5.01974e+42
34.5 5.04003e+42 4.80267e+42
35.5 4.81771e+42 4.61039e+42
36.5 4.64180e+42 4.42929e+42
37.5 4.50362e+42 4.24370e+42
38.5 4.37718e+42 4.08511e+42
39.5 4.26104e+42 3.92843e+42
40.5 4.17582e+42 3.77651e+42
41.5 4.08111e+42 3.63490e+42
42.5 3.97963e+42 3.50221e+42
43.5 3.88676e+42 3.37361e+42
44.5 3.79620e+42 3.25397e+42
45.5 3.70233e+42 3.13787e+42
46.5 3.59546e+42 3.02931e+42
47.5 3.48708e+42 2.92286e+42
48.5 3.37902e+42 2.81762e+42
49.5 3.26807e+42 2.72361e+42
50.5 3.14066e+42 2.63133e+42
51.5 3.02517e+42 2.54352e+42
52.5 2.89567e+42 2.45836e+42
53.5 2.77669e+42 2.37636e+42
54.5 2.64392e+42 2.29433e+42
55.5 2.52533e+42 2.22597e+42
56.5 2.40329e+42 2.15449e+42
57.5 2.29070e+42 2.08424e+42
58.5 2.18078e+42 2.01566e+42
59.5 2.07990e+42 1.94819e+42
60.5 1.98381e+42 1.88939e+42
61.5 1.90041e+42 1.83526e+42
