#NTIMES:           33
#TIMES[d]:    1.04929E-01   5.04844E-01   1.01650E+00   2.00917E+00   3.04342E+00   4.08562E+00   5.03061E+00   6.00260E+00   7.08258E+00   8.05457E+00   9.03426E+00   1.00062E+01   1.20582E+01   1.40831E+01   1.60271E+01   1.80587E+01   2.00027E+01   2.20546E+01   2.41065E+01   2.60504E+01   2.81024E+01   3.00463E+01   3.50681E+01   4.00359E+01   5.00795E+01   6.00151E+01   7.00587E+01   8.01023E+01   9.00380E+01   1.00082E+02   1.10017E+02   1.20061E+02   1.30104E+02
#
#TIME:    1.04929E-01
#NVEL:          202
#vel_mid[km/s] temp[K] rho[gcc] ne[/cm^3] natom[/cm^3]
1.00600E+02 4.46684E+05 1.23027E-06 1.00000E-99 1.00000E-09
3.02200E+02 4.43609E+05 1.19950E-06 1.00000E-99 1.00000E-09
5.02600E+02 4.37522E+05 1.13240E-06 1.00000E-99 1.00000E-09
7.02600E+02 4.30527E+05 1.05925E-06 1.00000E-99 1.00000E-09
9.02600E+02 4.23643E+05 9.90832E-07 1.00000E-99 1.00000E-09
1.10260E+03 4.15911E+05 9.26830E-07 1.00000E-99 1.00000E-09
1.30260E+03 4.09261E+05 8.64968E-07 1.00000E-99 1.00000E-09
1.50260E+03 4.02717E+05 8.07235E-07 1.00000E-99 1.00000E-09
1.70250E+03 3.96278E+05 7.55092E-07 1.00000E-99 1.00000E-09
1.90250E+03 3.89942E+05 7.04693E-07 1.00000E-99 1.00000E-09
2.10250E+03 3.83707E+05 6.57658E-07 1.00000E-99 1.00000E-09
2.30250E+03 3.76704E+05 6.13762E-07 1.00000E-99 1.00000E-09
2.50250E+03 3.70681E+05 5.72796E-07 1.00000E-99 1.00000E-09
2.70240E+03 3.64754E+05 5.34564E-07 1.00000E-99 1.00000E-09
2.90240E+03 3.58922E+05 4.98884E-07 1.00000E-99 1.00000E-09
3.10240E+03 3.53183E+05 4.65586E-07 1.00000E-99 1.00000E-09
3.30240E+03 3.47536E+05 4.34510E-07 1.00000E-99 1.00000E-09
3.50240E+03 3.41979E+05 4.05509E-07 1.00000E-99 1.00000E-09
3.70240E+03 3.36512E+05 3.78443E-07 1.00000E-99 1.00000E-09
3.90240E+03 3.31131E+05 3.53183E-07 1.00000E-99 1.00000E-09
4.10240E+03 3.25837E+05 3.29610E-07 1.00000E-99 1.00000E-09
4.30240E+03 3.19890E+05 3.07610E-07 1.00000E-99 1.00000E-09
4.50240E+03 3.14775E+05 2.87078E-07 1.00000E-99 1.00000E-09
4.70230E+03 3.09742E+05 2.67917E-07 1.00000E-99 1.00000E-09
4.90230E+03 3.04789E+05 2.50035E-07 1.00000E-99 1.00000E-09
5.10230E+03 2.99916E+05 2.33346E-07 1.00000E-99 1.00000E-09
5.30230E+03 2.95121E+05 2.17771E-07 1.00000E-99 1.00000E-09
5.50230E+03 2.90402E+05 2.03236E-07 1.00000E-99 1.00000E-09
5.70230E+03 2.85759E+05 1.89671E-07 1.00000E-99 1.00000E-09
5.90230E+03 2.81190E+05 1.77011E-07 1.00000E-99 1.00000E-09
6.10230E+03 2.76694E+05 1.65196E-07 1.00000E-99 1.00000E-09
6.30230E+03 2.72270E+05 1.54170E-07 1.00000E-99 1.00000E-09
6.50240E+03 2.67301E+05 1.43880E-07 1.00000E-99 1.00000E-09
6.70260E+03 2.63027E+05 1.34276E-07 1.00000E-99 1.00000E-09
6.90290E+03 2.57632E+05 1.25314E-07 1.00000E-99 1.00000E-09
7.10310E+03 2.52348E+05 1.16950E-07 1.00000E-99 1.00000E-09
7.30330E+03 2.46037E+05 1.09144E-07 1.00000E-99 1.00000E-09
7.50350E+03 2.39883E+05 1.01859E-07 1.00000E-99 1.00000E-09
7.70360E+03 2.32809E+05 9.50605E-08 1.00000E-99 1.00000E-09
7.90370E+03 2.25944E+05 8.87156E-08 1.00000E-99 1.00000E-09
8.10370E+03 2.18273E+05 8.27942E-08 1.00000E-99 1.00000E-09
8.30370E+03 2.10863E+05 7.72681E-08 1.00000E-99 1.00000E-09
8.50380E+03 2.02768E+05 7.21107E-08 1.00000E-99 1.00000E-09
8.70370E+03 1.94984E+05 6.72977E-08 1.00000E-99 1.00000E-09
8.90350E+03 1.86638E+05 6.28058E-08 1.00000E-99 1.00000E-09
9.10320E+03 1.77828E+05 5.87489E-08 1.00000E-99 1.00000E-09
9.30290E+03 1.69434E+05 5.48277E-08 1.00000E-99 1.00000E-09
9.50260E+03 1.61065E+05 5.11682E-08 1.00000E-99 1.00000E-09
9.70240E+03 1.52405E+05 4.77529E-08 1.00000E-99 1.00000E-09
9.90220E+03 1.43880E+05 4.45656E-08 1.00000E-99 1.00000E-09
1.01020E+04 1.34896E+05 4.15911E-08 1.00000E-99 1.00000E-09
1.03018E+04 1.26183E+05 3.87258E-08 1.00000E-99 1.00000E-09
1.05016E+04 1.17220E+05 3.62243E-08 1.00000E-99 1.00000E-09
1.07014E+04 1.07895E+05 3.38065E-08 1.00000E-99 1.00000E-09
1.09011E+04 9.88553E+04 3.15500E-08 1.00000E-99 1.00000E-09
1.11009E+04 8.99498E+04 2.94442E-08 1.00000E-99 1.00000E-09
1.13007E+04 7.99834E+04 2.74789E-08 1.00000E-99 1.00000E-09
1.15006E+04 6.93426E+04 2.55859E-08 1.00000E-99 1.00000E-09
1.17004E+04 5.87489E+04 2.39332E-08 1.00000E-99 1.00000E-09
1.19002E+04 4.77529E+04 2.22844E-08 1.00000E-99 1.00000E-09
1.21002E+04 3.63915E+04 2.07970E-08 1.00000E-99 1.00000E-09
1.23001E+04 2.40436E+04 1.94089E-08 1.00000E-99 1.00000E-09
1.24999E+04 3.25087E+03 1.81552E-08 1.00000E-99 1.00000E-09
1.26999E+04 8.43335E+02 1.69044E-08 1.00000E-99 1.00000E-09
